mission_status,title,launch_time,description,article_link,location,videos,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.payload_to_leo,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.rocket_details_link,rocket_data.rocket_id,rocket_data.payload_to_gto,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.fairing_height,mission_data.title,mission_data.description,mission_data.orbit,mission_data.payloads,mission_data.total_mass
,Telesat Lightspeed Mission 3,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 3,"Third of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 4,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 4,"Fourth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 5,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 5,"Fifth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 6,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 6,"Sixth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 7,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 7,"Seventh of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 8,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 8,"Eighth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 9,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 9,"Ninth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 10,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 10,"Tenth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 11,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 11,"Eleventh of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 12,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 12,"Twelfth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 13,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 13,"Thirteenth of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Telesat Lightspeed Mission 14,NET 2026,Launch site to be confirmed,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Telesat Lightspeed Mission 14,"Last of fourteen Falcon 9 launches with 18 Telesat Lightspeed satellites. Lightspeed is Telesat's high-throughput Ka-band broadband communications constellation that will provide low-latency global Internet access and will initially consist of 198 satellites, these satellites are being built by MDA under a $1.6 billion contract.",Low Earth Orbit,14,"13,500.0 kg"
,Intelsat IS-41 & IS-44,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Intelsat IS-41,Intelsat 41 and 44 are fully reconfigurable multiband telecommunications satellites owned by Intelsat.,Geostationary Transfer Orbit,1,"4,000.0 kg"
,GPS-3 10,NET 2026,,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,GPS-3 10,GPS-3 (Global Positioning System) or Navstar-3 (Navigation System using Timing And Ranging) are the first evolution stage of the third generation of the GPS satellites.,Medium Earth Orbit,1,
,USSF-95,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,,Active,,2,,,5.4 m,/rockets/70,70,,,,,USSF-95,"A classified mission for the United States Space Force, launching the first USSF missile-tracking prototype satellite in Medium Earth orbit.",Medium Earth Orbit,1,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Intelsat Mission 1,NET 2026,,,"LC-16, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Terran R,https://storage.googleapis.com/nextspaceflight/media/rockets/Terran_R.webp,Image Credit: Relativy Space,Planned,"33,500 kg",2,0,82.3 m,5.5 m,/rockets/276,276,"5,500 kg",,"14,919 kN",,Intelsat Mission 1,"Satellite operator Intelsat has signed a multi-year, multi-launch agreement with Relativity Space. The number of launches and satellites is unknown at the moment.",,,
,Transporter 18,"NET 4th Quarter, 2026",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Transporter 18,"Transporter 18 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Sun-Synchronous Orbit,,
,CRS SNC-4,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,"24,600 kg",2,4,63.3 m,5.4 m,/rockets/70,70,"11,693 kg",,"13,006 kN",21.3 m,CRS SNC-4,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,Low Earth Orbit,1,
,Starliner-2,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Atlas V N22,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_N22_rocket.webp,Image Credit: NASA,Active,"13,000 kg",2,2,62.2 m,,/rockets/25,25,,,"7,152 kN",,Starliner-2,Starliner-2 is the second operational crew rotation mission of Boeing's Starliner spacecraft to the International Space Station.,Low Earth Orbit,,
,Starliner-3,NET 2026,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Atlas V N22,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_N22_rocket.webp,Image Credit: NASA,Active,"13,000 kg",2,2,62.2 m,,/rockets/25,25,,,"7,152 kN",,Starliner-3,Starliner-3 is the third operational crew rotation mission of Boeing's Starliner spacecraft to the International Space Station.,Low Earth Orbit,,
,SpaceX Crew-11,NET 2026,,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,SpaceX Crew-11,SpaceX Crew-11 is the eleventh operational crewed rotation mission of a Crew Dragon spacecraft to the International Space Station.,Low Earth Orbit,1,
,Blue Ghost Mission 2,NET 2026,,,"LP-0A, Wallops Flight Facility, Virginia, USA",,MLV,https://storage.googleapis.com/nextspaceflight/media/rockets/MLV.webp,Image Credit: Firefly Aerospace,Planned,"16,000 kg",2,0,58.0 m,5.2 m,/rockets/172,172,,,"7,161 kN",15.0 m,Blue Ghost Mission 2,Second launch of Firefly Aerospace's Blue Ghost lunar lander under a NASA CLPS contract. It will debut a new two-stage version of Blue Ghost utilizing an Elytra Dark transfer vehicle to place it and the European Space Agency's Lunar Pathfinder satellite into Lunar orbit. Blue Ghost will then attempt to land on the far side of the Moon.,Highly Elliptical Orbit,,
,Demo Flight,NET 2026,"First test flight of Firefly's Medium Launch Vehicle (MLV), utilizing the same first stage used on Antares 330, a new Firefly-developed second stage with a single Vira engine, and a new payload fairing by Northrop Grumman.",,"LP-0A, Wallops Flight Facility, Virginia, USA",,MLV,https://storage.googleapis.com/nextspaceflight/media/rockets/MLV.webp,Image Credit: Firefly Aerospace,Planned,"16,000 kg",2,0,58.0 m,5.2 m,/rockets/172,172,,,"7,161 kN",15.0 m,,,,,
