name,image_url,status,price,liftoff_thrust,payload_to_leo,payload_to_gto,stages,strap-ons,rocket_height,fairing_diameter,fairing_height,rocket_id
Titan IV(403)A,https://storage.googleapis.com/nextspaceflight/media/rockets/Untitled_drawing_14.webp,Retired,,"14,200 kN","17,700 kg",,2.0,2.0,54.0 m,5.1 m,,261
Titan IV(403)B,https://storage.googleapis.com/nextspaceflight/media/rockets/Untitled_drawing_16.webp,Retired,,"15,000 kN","21,680 kg",,2.0,2.0,54.0 m,5.1 m,,261
Titan IV(404)A,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"14,200 kN","17,700 kg",,2.0,2.0,54.0 m,5.1 m,,261
Titan IV(404)B,https://storage.googleapis.com/nextspaceflight/media/rockets/t4b34s.webp,Retired,,"15,000 kN","21,680 kg",,2.0,2.0,54.0 m,5.1 m,,261
Titan IV(405)A,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"14,200 kN","17,700 kg",,2.0,2.0,54.0 m,5.1 m,,261
Titan IV(405)B,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"15,000 kN","21,680 kg",,2.0,2.0,54.0 m,5.1 m,,261
Tsyklon-2,https://storage.googleapis.com/nextspaceflight/media/rockets/Tsyklon-2.webp,Retired,,"2,650 kN","2,850 kg",0 kg,2.0,0.0,39.65 m,3.0 m,10.7 m,138
Tsyklon-2A,https://storage.googleapis.com/nextspaceflight/media/rockets/Tsyklon-2A.webp,Retired,,"2,650 kN","3,000 kg",0 kg,2.0,0.0,39.65 m,3.0 m,10.7 m,207
Tsyklon-3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tsyklon-3.webp,Retired,,"3,032 kN","4,100 kg",0 kg,3.0,0.0,39.27 m,2.7 m,9.54 m,139
Unha 2,https://storage.googleapis.com/nextspaceflight/media/rockets/Unha_2.webp,Retired,,284 kN,100 kg,0 kg,3.0,0.0,29.5 m,1.25 m,2.0 m,157
Unha 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Unha_3.webp,Active,,284 kN,200 kg,0 kg,3.0,0.0,30.0 m,1.25 m,2.0 m,158
Vanguard,https://storage.googleapis.com/nextspaceflight/media/rockets/vanguard.webp,Retired,,135 kN,10 kg,,3.0,0.0,23.0 m,,,52
Vega,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega.webp,Retired,$37.0 million,"2,200 kN","1,436 kg",,4.0,0.0,29.9 m,2.6 m,7.88 m,31
Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,Active,,"4,500 kN","2,300 kg",,4.0,0.0,35.0 m,3.3 m,9.0 m,31
Vega E,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-E.webp,Planned,,"4,500 kN",,,3.0,0.0,35.0 m,3.3 m,9.0 m,31
VLS-1,https://storage.googleapis.com/nextspaceflight/media/rockets/VLS-1.webp,Retired,,623 kN,380 kg,,3.0,4.0,19.0 m,1.0 m,,76
Volna,https://storage.googleapis.com/nextspaceflight/media/rockets/volna.webp,Retired,,618 kN,100 kg,0 kg,3.0,0.0,14.2 m,1.3 m,1.4 m,137
Voskhod,https://storage.googleapis.com/nextspaceflight/media/rockets/Voskhod.webp,Retired,,"4,616 kN","6,001 kg",0 kg,3.0,4.0,44.63 m,2.58 m,7.14 m,177
Vostok,https://storage.googleapis.com/nextspaceflight/media/rockets/vostok1.webp,Retired,,"4,570 kN","4,730 kg",0 kg,3.0,4.0,38.36 m,2.58 m,6.74 m,148
Vostok-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"4,570 kN","4,750 kg",0 kg,3.0,4.0,38.36 m,2.58 m,6.74 m,149
Vostok-2A,https://storage.googleapis.com/nextspaceflight/media/rockets/Vostok-2A.webp,Retired,,"4,570 kN","4,500 kg",0 kg,2.0,4.0,39.1 m,2.58 m,10.66 m,149
Vostok-2M,https://storage.googleapis.com/nextspaceflight/media/rockets/Vostok-2M.webp,Retired,,"4,570 kN","5,100 kg",0 kg,3.0,4.0,38.76 m,2.58 m,7.14 m,149
Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,Active,,,,,2.0,,,5.4 m,,70
Vulcan VC0L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"4,900 kN","10,800 kg","3,500 kg",2.0,0.0,63.3 m,5.4 m,21.3 m,70
Vulcan VC0S,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"4,900 kN","10,800 kg","3,500 kg",2.0,0.0,61.6 m,5.4 m,15.5 m,70
Vulcan VC2L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC2L.webp,Active,,"8,952 kN","19,000 kg","8,400 kg",2.0,2.0,63.3 m,5.4 m,21.3 m,70
Vulcan VC2S,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC2S.webp,Active,,"8,952 kN","19,000 kg","8,400 kg",2.0,2.0,61.6 m,5.4 m,15.5 m,70
Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Planned,,"13,006 kN","24,600 kg","11,693 kg",2.0,4.0,63.3 m,5.4 m,21.3 m,70
Vulcan VC4S,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4S.webp,Planned,,"13,006 kN","24,600 kg","11,693 kg",2.0,4.0,61.6 m,5.4 m,15.5 m,70
Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"17,056 kN","27,200 kg","14,500 kg",2.0,6.0,63.3 m,5.4 m,21.3 m,70
Vulcan VC6S,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"17,056 kN","27,200 kg","14,500 kg",2.0,6.0,61.6 m,5.4 m,15.5 m,70
Zenit-2,https://storage.googleapis.com/nextspaceflight/media/rockets/Zenit-2.webp,Retired,,"7,257 kN","13,500 kg","4,500 kg",2.0,0.0,57.0 m,3.9 m,13.65 m,50
Zenit-2 FG,https://storage.googleapis.com/nextspaceflight/media/rockets/Zenit-2_FG_rocket.webp,Retired,,"7,257 kN","13,740 kg","4,500 kg",2.0,0.0,57.0 m,3.9 m,13.65 m,50
Zenit-3 SL,https://storage.googleapis.com/nextspaceflight/media/rockets/Zenit-3_SL_rocket.webp,Retired,,"7,257 kN","13,740 kg","6,000 kg",3.0,0.0,59.46 m,4.1 m,10.4 m,50
Zenit-3 SLB,https://storage.googleapis.com/nextspaceflight/media/rockets/Zenit-3_SLB.webp,Retired,,"7,257 kN","13,740 kg","5,000 kg",3.0,0.0,59.46 m,4.1 m,10.4 m,50
Zenit-3 SLBF,https://storage.googleapis.com/nextspaceflight/media/rockets/Zenit-3_SLBF.webp,Retired,,"7,257 kN","13,740 kg","6,000 kg",3.0,0.0,54.35 m,4.1 m,10.7 m,50
ZhuQue-1,https://storage.googleapis.com/nextspaceflight/media/rockets/ZhuQue-1.webp,Retired,,450 kN,300 kg,0 kg,3.0,0.0,19.0 m,1.2 m,2.0 m,49
ZhuQue-2,https://storage.googleapis.com/nextspaceflight/media/rockets/ZhuQue-2.webp,Active,,"2,636 kN","6,000 kg",0 kg,2.0,0.0,49.5 m,3.35 m,5.0 m,191
ZhuQue-3,https://storage.googleapis.com/nextspaceflight/media/rockets/ZhuQue-3.webp,Planned,,,"21,300 kg",,2.0,,76.6 m,5.2 m,,293
Zoljanah,https://storage.googleapis.com/nextspaceflight/media/rockets/Zoljanah.webp,Active,,726 kN,600 kg,,4.0,0.0,25.5 m,1.25 m,,251
