rocket_name,rocket_details_link,rocket_id,description,missions,successes,partial_failures,failures,success_streak,success_rate,configurations
Tianlong 3,https://nextspaceflight.com/rockets/291,291,Tianlong-3 is a two-stage kerolox launch vehicle with a reusable first stage that is currently under development. It is designed to lift about 17t to LEO and 14t to 500km SSO.,,,,,,,['Tianlong 3']
Titan II,https://nextspaceflight.com/rockets/55,55,"The Titan II was an intercontinental ballistic missile (ICBM) and space launcher developed by the Glenn L. Martin Company from the earlier Titan I missile. Titan II was originally designed and used as an ICBM, but was later adapted as a medium-lift space launch vehicle to carry payloads to Earth orbit for the United States Air Force (USAF), National Aeronautics and Space Administration (NASA) and National Oceanic and Atmospheric Administration (NOAA). Those payloads included the USAF Defense Meteorological Satellite Program (DMSP), NOAA weather satellites, and NASA's Gemini crewed space capsules. The modified Titan II SLVs (Space Launch Vehicles) were launched from Vandenberg Air Force Base, California, up until 2003.",25.0,24.0,0.0,1.0,9.0,96.0%,"['Titan II(23)G', 'Titan II GLV']"
Titan III,https://nextspaceflight.com/rockets/260,260,"The Titan III was a modified Titan II with optional solid rocket boosters. It was developed on behalf of the United States Air Force as a heavy-lift satellite launcher to be used mainly to launch American military payloads and civilian intelligence agency satellites such as the Vela Hotel nuclear-test-ban monitoring satellites, observation and reconnaissance satellites (for intelligence-gathering), and various series of defense communications satellites. Titan III was able to carry numerous 3rd stages including Centaur, USAF IUS, Transtage, or no 3rd stage.",156.0,139.0,4.0,13.0,2.0,90.4%,"['Commercial Titan III', 'Titan 34D', 'Titan III(23)B', 'Titan III(23)C', 'Titan III(24)B', 'Titan III(33)B Agena-D', 'Titan III(34)B Agena-D', 'Titan IIIA', 'Titan IIIB', 'Titan IIIC', 'Titan IIID', 'Titan IIIE']"
Titan IV,https://nextspaceflight.com/rockets/261,261,"Titan IV was an extended length Titan III with solid rocket boosters on its sides. The Titan IV could be launched with a Centaur upper stage, the USAF Inertial Upper Stage (IUS), or no upper stage at all. This rocket was used almost exclusively to launch US military or Central Intelligence Agency payloads. However, it was also used for a purely scientific purpose to launch the NASA–ESA Cassini / Huygens space probe to Saturn in 1997. The primary intelligence agency that needed the Titan IV's launch capabilities was the National Reconnaissance Office (NRO).",39.0,35.0,0.0,4.0,12.0,89.7%,"['Titan IV(401)A', 'Titan IV(401)B', 'Titan IV(402)A', 'Titan IV(402)B', 'Titan IV(403)A', 'Titan IV(403)B', 'Titan IV(404)A', 'Titan IV(404)B', 'Titan IV(405)A', 'Titan IV(405)B']"
Tsyklon-2,https://nextspaceflight.com/rockets/138,138,"The Tsyklon-2 (Cyclone-2), also known as Tsiklon-2 and Tsyklon-M (known as SL-11 by the United States DoD), GRAU index 11K69, was a Ukrainian, previously Soviet orbital carrier rocket used from the 1960s to the late 2000s. It was the most reliable Soviet/Russian carrier rocket ever used. Along with Tsyklon-3, the Tsyklon-2 was retired in favor of new-generation and all-Russian carrier rockets, such as the Angara and Soyuz-2.",106.0,102.0,2.0,2.0,18.0,97.2%,['Tsyklon-2']
Tsyklon-2A,https://nextspaceflight.com/rockets/207,207,"The Tsyklon (Циклон, ""Cyclone"", also known as Tsiklon), GRAU index 11K67, was a Soviet-designed expendable launch system, primarily used to put Cosmos satellites into low Earth orbit. It is based on the R-36 intercontinental ballistic missile designed by Mikhail Yangel. Tsyklon was designed by the Yuzhnoye Design Bureau and manufactured by Yuzhmash (both in Dnipropetrovsk, Ukraine). Control system was designed at NPO ""Electropribor""[1] (Kharkiv, Ukraine).",8.0,6.0,0.0,2.0,0.0,75.0%,['Tsyklon-2A']
Tsyklon-3,https://nextspaceflight.com/rockets/139,139,,122.0,114.0,3.0,5.0,1.0,94.7%,['Tsyklon-3']
Unha 2,https://nextspaceflight.com/rockets/157,157,"The Unha or Eunha is a North Korean expendable carrier rocket, which partially utilizes the same delivery system as the Taepodong-2 orbital launch system. The Unha's first stage consists of four clustered Nodong motors, which themselves are enlarged Scud motors. The second stage was initially thought to be based on the SS-N-6, although it, too, is now believed to be based on Scud technology. The third and last stage might be identical to the Iranian Safir's second stage which is propelled by two small gimballed motors.",1.0,0.0,0.0,1.0,0.0,0%,['Unha 2']
Unha 3,https://nextspaceflight.com/rockets/158,158,"The Unha or Eunha is a North Korean expendable carrier rocket, which partially utilizes the same delivery system as the Taepodong-2 orbital launch system. The Unha's first stage consists of four clustered Nodong motors, which themselves are enlarged Scud motors. The second stage was initially thought to be based on the SS-N-6, although it, too, is now believed to be based on Scud technology. The third and last stage might be identical to the Iranian Safir's second stage which is propelled by two small gimballed motors.",3.0,2.0,0.0,1.0,2.0,66.7%,['Unha 3']
Vanguard,https://nextspaceflight.com/rockets/52,52,"The Vanguard rocket was intended to be the first launch vehicle the United States would use to place a satellite into orbit. Instead, the Sputnik crisis caused by the surprise launch of Sputnik 1 led the U.S., after the failure of Vanguard TV-3, to quickly orbit the Explorer 1 satellite using a Juno I rocket, making Vanguard 1 the second successful U.S. orbital launch. Vanguard rockets were used by Project Vanguard from 1957 to 1959.",11.0,2.0,1.0,8.0,0.0,22.7%,['Vanguard']
Vega,https://nextspaceflight.com/rockets/31,31,"Vega is an expendable launch system in use by Arianespace jointly developed by the Italian Space Agency (ASI) and the European Space Agency (ESA). The rocket, named after Vega, the brightest star in the constellation Lyra, is a single-body launcher (no strap-on boosters) with three solid rocket stages: the P80 first stage, the Zefiro 23 second stage, and the Zefiro 9 third stage. The upper module is a liquid rocket called AVUM. The improved version of the P80 stage, the P120C, will be used as the side boosters of the Ariane 6. Italy is the leading contributor to the Vega program (65%), followed by France (13%). Other participants include Spain, Belgium, the Netherlands, Switzerland and Sweden.",24.0,21.0,0.0,3.0,2.0,87.5%,"['Vega', 'Vega C', 'Vega E']"
VLS-1,https://nextspaceflight.com/rockets/76,76,The VLS-1 was the Brazilian Space Agency's main satellite launch vehicle. The launch vehicle was to be capable of launching satellites into orbit. The launch site was located at the Alcântara Launch Center due to its proximity to the equator. The VLS was canceled after decades of development and high expenditures with poor results and a failed association with Ukraine that slowed the program for years.,3.0,0.0,0.0,3.0,0.0,0%,['VLS-1']
Volna,https://nextspaceflight.com/rockets/137,137,"Space launch vehicle Volna (Russian: Волна ""wave""), is a converted Submarine-launched ballistic missile used for launching satellites into orbit. It is based on the R-29R designed by State Rocket Center Makayev and related to the Shtil' Launch Vehicle. The Volna is a 3-stage launch vehicle that uses liquid propellant. The warhead section is used for the payloads that can be either put into orbit with the help of an additional boost engine or travel along a sub-orbital trajectory to be recovered at the landing site. Volna can be launched from Delta III-class submarine or from land-based facilities.",1.0,0.0,0.0,1.0,0.0,0%,['Volna']
Voskhod,https://nextspaceflight.com/rockets/177,177,"The Voskhod rocket (Russian: Восход, ""ascent"", ""dawn"") was a derivative of the Soviet R-7 ICBM designed for the human spaceflight program but later used for launching Zenit reconnaissance satellites. It consisted of the Molniya 8K78M third stage minus the Blok L.",299.0,283.0,3.0,13.0,46.0,95.2%,['Voskhod']
Vostok,https://nextspaceflight.com/rockets/148,148,"Vostok (Russian: Восток, translated as ""East"") was a family of rockets derived from the Soviet R-7 Semyorka ICBM and was designed for the human spaceflight program. This family of rockets launched the first artificial satellite (Sputnik 1) and the first crewed spacecraft (Vostok) in human history. It was a subset of the R-7 family of rockets.",26.0,16.0,1.0,9.0,7.0,63.5%,['Vostok']
Vostok-2,https://nextspaceflight.com/rockets/149,149,"The Vostok-L (Russian: Восток meaning ""East""), GRAU index 8K72 was a rocket used by the Soviet Union to conduct several early tests of the Vostok spacecraft. It was derived from the Luna rocket, with a slightly enlarged second stage to accommodate the larger payload, and was a member of the Vostok family of rockets. It used the new 8K74 core instead of the 8K71 used on the original R-7 ICBM and the Luna boosters. The 8K74, first tested in December 1959, had a number of technical improvements to increase reliability and make servicing easier.",140.0,129.0,4.0,7.0,65.0,93.6%,"['Vostok-2', 'Vostok-2A', 'Vostok-2M']"
Vulcan Centaur,https://nextspaceflight.com/rockets/70,70,"Vulcan Centaur is a two-stage-to-orbit, heavy-lift launch vehicle developed by the United Launch Alliance (ULA). It is principally designed to meet the critical launch demands of the US government's National Security Space Launch (NSSL) program for use by the United States Space Force and US intelligence agencies for national security satellite launches. Vulcan is ULA's first launch vehicle design; it adapts and evolves technologies that were developed for the Atlas V and Delta IV rockets of the USAF's EELV program. The first-stage propellant tanks have the diameter of the Delta IV Common Booster Core but contain liquid methane and oxygen propellant rather than the Delta IV's liquid hydrogen and oxygen. The versions of the Vulcan rocket range from 0 to 6 side boosters on the first stage and standard or long fairing configuration, according to customer needs. You may see a configuration ""Vulcan Centaur"" listed below, this is a placeholder configuration we use for unknown missions.",2.0,2.0,0.0,0.0,2.0,100%,"['Vulcan Centaur', 'Vulcan VC0L', 'Vulcan VC0S', 'Vulcan VC2L', 'Vulcan VC2S', 'Vulcan VC4L', 'Vulcan VC4S', 'Vulcan VC6L', 'Vulcan VC6S']"
Zenit,https://nextspaceflight.com/rockets/50,50,"The Zenit is a Ukrainian, previously Soviet, expendable carrier rocket. Zenit was originally built in the 1980s for two purposes: as a liquid rocket booster for the Energia rocket and, equipped with a second stage, as a stand-alone middle-weight launcher with a payload greater than the 7 tonnes of the Soyuz but smaller than the 20 tonnes payload of the Proton. In February 2015, following a year of strained relations as a result of a Russian military intervention into Ukraine, Russia announced that it would discontinue its ""joint program with Ukraine to launch Dnepr rockets and [was] no longer interested in buying Ukrainian Zenit boosters, deepening problems for [Ukraine's] space program and its struggling Yuzhmash factory.""",84.0,71.0,3.0,10.0,4.0,86.3%,"['Zenit-2', 'Zenit-2 FG', 'Zenit-3 SL', 'Zenit-3 SLB', 'Zenit-3 SLBF']"
ZhuQue 1,https://nextspaceflight.com/rockets/49,49,"Zhuque-1, also called LandSpace-1 or LS-1, is a 19 m (62 ft)-tall, three-stage solid-propellant rocket. All stages have a diameter of 1.35 m. It is likely based on the DF-26 missile's rocket motor. According to some reports, the manufacturer of the solid rocket motors has ended their contract with LandSpace. This raised doubts as to whether there will be a second flight of Zhuque-1.",1.0,0.0,0.0,1.0,0.0,0%,['ZhuQue-1']
ZhuQue 2,https://nextspaceflight.com/rockets/191,191,"Zhuque-2 is a medium-sized rocket powered by liquid oxygen and methane. Zhuque-2 has a liftoff weight of 219 metric tons and uses 4 TQ-12 methalox engines on the first stage each with a thrust of 67 metric tonnes. The second stage uses 1 vacuum-optimized TQ-12 with a thrust of 80 metric tonnes in combination with a 10 metric tonnes thrust TQ-11 engines which will act as a vernier thruster. The Zhuque-2 was the first methane-fueled rocket to attempt an orbital flight, and the first to successfully reach orbit.",3.0,2.0,0.0,1.0,2.0,66.7%,['ZhuQue-2']
ZhuQue 3,https://nextspaceflight.com/rockets/293,293,"Following its predecessor, the ZhuQue-2, the ZhuQue-3 is a two-stage Methalox-fueled rocket with a reusable first stage. The first stage has 9 TQ-12B engines while the second stage integrates a TQ-15B engine. It can launch 21.3 tons into a 450 km LEO orbit in an expended configuration, 18.3 tons in a downrange recovery configuration, and 12.5 tons with a ground landing.",,,,,,,['ZhuQue-3']
Zoljanah,https://nextspaceflight.com/rockets/251,251,"Zuljanah, also spelled Zoljanah, is an Iranian Satellite Launch Vehicle (SLV), made by the Ministry of Defence and Armed Forces Logistics (Iran), which was unveiled on 1 February 2021, and was launched (at an unknown time before 1 February 2021, possibly 31 January 2021) into sub-orbital flight (apogee 500km) for testing and telemetry purposes. Zuljanah is able to carry satellites weighing up to 220kg into an orbit 500 kilometers above the Earth. According to Seyed Ahmad Husseini, the space spokesman of the Ministry of Defense: The Zuljanah SLV is part of a larger project called ""Hazrat Fatemeh Al-Zahra"" (Persian: حضرت فاطمه الزهراء); This SLV is considered to be the first indigenously designed and manufactured hybrid fuel satellite launch vehicle (solid/liquid fuel).",2.0,2.0,0.0,0.0,2.0,100%,['Zoljanah']
